nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan
83 BIERGARTEN,JL. CILIWUNG NO.23,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,228
D'BANDIT,3JRH+J9C,bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,610
KEBABFACTORY.ID,JL. KIHIUR NO.8,bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,23
SERASA SALAD BAR BANDUNG,CILAKI ST NO.45,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,607
ROASTED BAR,CILAKI ST NO.45,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,3398
HAW HAW GRILL,CILAKI ST NO.59,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Western Food,236
GRILL DAY OUT,"3JWF+5PP, JL. TAMAN CIBEUNYING UTARA",bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Western Food,190
INI ITU CAFE,JL. BENGAWAN NO.69D,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,40
KOZI COFFEE X TEKO,JL. BENGAWAN NO.77,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,178
THE FLAVORS ASIAN CUISINE,JL. HOLIS NO.59,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,494
FRIED CHICKEN AZWA,JL. SURYANI DALAM I NO.5,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Fast Food,65
RUMAH MAKAN KAMI SAIYO,JL. JEND. SUDIRMAN NO.649,bandung kulon,4.2,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Local Food,2599
TABULLA RASA,JL. SOEKARNO HATTA NO.88,bandung kulon,4.7,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,63
WAROENG SEAFOOD 89,"SEAFOOD 89, JL. SOEKARNO HATTA NO.89",bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Seafood,41
RUMAH MAKAN SARI RASA SAMBEL HEJO,JL. SOEKARNO HATTA NO.71,bandung kulon,4.2,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Local Food,433
DIMSUM DELIE FOOD,JL. CIBUNTU TIMUR NO.322,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Chinese Food,7
DINAS KEBUDAYAAN DAN PARIWISATA KOTA BANDUNG,"JL. AHMAD YANI NO.227, BABAKAN SURABAYA, KIARACONDONG",sumur bandung,3.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,556
EMADO'S SHAWARMA RIAU,JL. CITARUM NO.2,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,966
CAFE BALI,LLRE MARTADINATA ST NO.211-215,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,436
SUIS BUTCHER STEAK HOUSE,LLRE MARTADINATA ST NO.201,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Western Food,455
NIJUUGO RESTO,JL. BENGAWAN NO.25,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,133
BAKMI JOGJA BENGAWAN,JL. TAMAN PRAMUKA NO.183,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,116
IT'S NICE TO MEAT YOU,JL. CILIWUNG NO.9,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,294
AYAM CRISBAR CIJERAH MELONG,JL. MELONG ASIH NO.62,bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,30
MY DIMSUM AND FRIENDS,JL. MELONG ASIH NO.46,bandung kulon,4.3,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Chinese Food,2162
SEAFOOD KILOAN BANG BOPAK CAB. CIJERAH,JL. MELONG ASIH NO.43,bandung kulon,4.3,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Seafood,314
BNDUNG,3HH5+2QJ,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,111
DELIS CATERING SERVICE,"3H93+WW8, JL. ALAMANDA VII",bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,94
NURDWI PLAT AA BASECAMP DOPBER BANDUNG,BANDUNG KULON GEMPOL,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,158
KEDAI NGOPIII!,"3HGG+7Q8, JL. CIBUNTU TENGAH 3 NO.57",bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,37
BARLEY BAR & GRILL,BANDUNG KULON WARUNG MUNCANG,bandung kulon,4.7,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Western Food,180
BBQ ROOFTOP,JL. JEND. SUDIRMAN NO.627,bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Korean Food,60
WARUNG SHIDQIA,"3. NO. 3B. RT/RW. 06/02, JL. SURYANI DALAM",bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Local Food,28
ALAM DESA (SUNDANESE RESTO),JL. NANA ROHANA NO.60,bandung kulon,4.1,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,419
BAKMIE ROYAL,JL. SURYANI DALAM NO.17,bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,64
PABRIK TAHU WN,BANDUNG KULON WARUNG MUNCANG,bandung kulon,4.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Medium (3.5-4.0),Restaurant,194
PO-EAT,JL. TAMAN HOLIS INDAH II NO.19 BLOK A2,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,120
LOTEK BU IDAH,CIGONDEWAH KALER KP.BLOK.JAMBANGAN RT03,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,270
FRIED CHICKEN & AYAM GEPREK MAS AL,JL. GEMPOL SARI NO.9,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Fast Food,142
DAPOER MODERN,GG. AL-MAQBUL NO.RT01/04,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,130
PUBG FOOD N DRINKS,JL. TAMAN HOLIS INDAH 1 NO.109 BLOK C2,bandung kulon,4.3,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,158
NATURALE HEALTHY CATERING BANDUNG,JL. TAMAN HOLIS INDAH 1 NO.39 BLOK F2,bandung kulon,4.9,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,17
TTALS KOREAN BBQ,JL. TAMAN HOLIS INDAH NO.21 BLOK C1,bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Korean Food,121
NAY'S BURGER,"3H48+798, JL. CIGONDEWAH KIDUL",bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Fast Food,64
PANAMA PARK 825,JL. JEND. SUDIRMAN NO.825,bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,218
HOUSE OF BASINGSE & LOUNGE,GG. SALUYU I NO.30,bandung kulon,3.4,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Low (≤3.5),Restaurant,1651
DAPUR BIRU ID,GG. MANUNGGAL IIC,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,28
MAKANAN ONLINE,"KP SAYURAN, GG. MANUNGGAL IIC",bandung kulon,4.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Medium (3.5-4.0),Local Food,108
ATE COFFEE N EATERY,JL. MELONG ASIH NO.67A,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,26
"KEDAI MA""UU",JL. CIJERAH WETAN II,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,562
@LA PRASMANAN,"KIOS PBJ2, JL GEMPOL SARI (SEBRANG KAHATEX",bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,556
DWINGS HOT CHICKEN WINGS,"BANDUNG KOTA BANDUNG JAWA BARAT JL.MELONG ASIH GG.MANUNGGAL 2C
  RT.06 09 N, 0, RW.20",bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,59
NASI TIMBEL TEH DESI,"2JR5+4XF, JL. CURUG CANDUNG",bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Local Food,26
DAPUR CUBAN,"JL. MOCH. TOHA GG. RIANG NO.24, RT.01/RW.02",bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,239
MIRANTY CATERING COMPANY,JL. SYAHBANDAR NO.11,bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,130
PRADHA CATERING & WEDDING SERVICE,JL. SYAHBANDAR NO.4,bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,727
BURGER BANGOR HOLIS,JL. BOJONG RAYA NO.104,bandung kulon,4.4,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Fast Food,365
BABI PANGGANG HOLIS,JL. HOLIS NO.353,bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,63
TEMAN MAKAN.BDG,"JL. BOJONG RAYA NO.90, RT.01/RW.01",bandung kulon,4.4,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Local Food,192
SATE HOLIS,JL. HOLIS NO.470,bandung kulon,4.8,Rp 15.000 - 50.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,120
CAMPINA ICE CREAM,JL. HOLIS NO.306,bandung kulon,4.4,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,High (4.0-4.5),Dessert,123
C'BEZT CARINGIN-BANDUNG,"3H59+92W, JL. HOLIS",bandung kulon,3.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Medium (3.5-4.0),Restaurant,486
MR KRIUK FRIED CHICKEN CARINGIN BANDUNG,JL. BOJONG RAYA NO.42-30,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Fast Food,177
BBQDIRUMAH BANDUNG KOTA KOREAN GRILL & SEWA ALAT,JL. CIBUNTU BARAT NO.87,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Korean Food,67
TIERRA CAFFE,JL. JEND. SUDIRMAN NO.672,andir,5.0,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0),Restaurant,55
BUDGET CATERING,JL. SOEKARNO HATTA NO.34,bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,97
PABRIK DIMSUM YANG BANDUNG,"JL. TERUSAN NAKO NO.19, RT.003/RW.11",bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Chinese Food,72
SALT IN TABLE,BANDUNG KULON CIGONDEWAH KALER,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,87
FAREL PATISSERIE CAFE,JL. TERUSAN BUAH BATU NO.259,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Cafe,662
SPICY CHICKEN WINGS,JL. CIPARAY NO.11B,bandung kidul,3.3,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Low (≤3.5),Restaurant,3719
RESTO SI BOY,JL. PUSKESMAS NO.144,bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,167
VI-RESTO & CAFE,"JALAN HAJI BARDAN RAYA NO.33, LOGAM",bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Cafe,142
HOLLAND BAKERY,JL. TERUSAN BUAH BATU NO.251,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Bakery,285
FOEK TAKEAWAY BUAH BATU,JL. TERUSAN BUAH BATU NO.300,bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,9
SWEETTY DESSERT BANDUNG,"TOPINDO BUAH BATU RESIDENCE, JL. H. BARDAN RAYA NO.6A",bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,456
MESTER DIMSUM,"KOMP, JALAN JAKAMUSTIKA, BLK. A JL. JAKAPURWA NO.7",bandung kidul,4.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Medium (3.5-4.0),Chinese Food,1746
MYMEAL CATERING BANDUNG,JL. BATUNUNGGAL MULIA Ⅺ NO.29,bandung kidul,4.2,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,502
BATUNUNGGAL BEAUTIFUL FOOD COURT,"2JQF+CPP, JL. BATUNUNGGAL INDAH II",bandung kidul,3.8,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Medium (3.5-4.0),Restaurant,406
COFFEE DIGITAL,JL. BATUNUNGGAL INDAH IV NO.71,bandung kidul,4.7,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Cafe,191
BOENDA CORNER,KOMPLEK AMAYA RESIDENCE BLOK C NO. 2,bandung kidul,4.6,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,38
MAW SATE,JL. SUTERA ASRI NO.10,bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,230
KARAMEL DESSERT ID,"AMAYA RESIDENCE, JL. SUKA ATI",bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,80
KOPIBRAY.CIGERELENG,"JL. MOCH. TOHA GG. SALPIAN NO.104 RT 04, RT.04/RW.01",bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Cafe,135
OKANE IZAKAYA,"NO.452-A, JL. SOEKARNO HATTA",bandung kidul,4.9,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,43
MEATANDFISH BANDUNG,JL. PARAKAN ASRI NO.62,bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,225
MEATHOUSE DELIVERY BANDUNG,JL. BATU INDAH Ⅺ NO.32,bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,312
NASI KALONG,JL. BATUNUNGGAL INDAH RAYA NO.237,bandung kidul,4.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Medium (3.5-4.0),Local Food,2871
TUTUP,"JL. SEKELIMUS UTARA GG. BAPANG NO.145, RT.06/RW.08",bandung kidul,4.4,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,557
GARMELIA BAKERY BATUNUNGGAL,"JL. BATUNUNGGAL INDAH 4, NO. 19, MENGGER, BANDUNG KIDUL",bandung kidul,4.6,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Bakery,680
J&C COOKIES,RUKO PASAR MODERN BATUNUNGGAL RD,bandung kidul,4.8,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,159
SENTRA DIMSUM INDONESIA CAB. BUAH BATU,JL. TERUSAN BUAH BATU NO.69,bandung kidul,4.8,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Chinese Food,11
RESTORAN SEDERHANA MASAKAN PADANG,JL. SOEKARNO HATTA NO.508,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,104
BE DIMSUM BATUNUNGGAL,JL. BATUNUNGGAL INDAH RAYA RUKO NO. 154,bandung kidul,1.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Low (≤3.5),Chinese Food,253
LOGAM FOOD COURT,JL. LOGAM NO.39,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,57
CAFE JODA,2JVR+H35,bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Cafe,54
COFFEE ON,JL. TERUSAN BUAH BATU NO.181,bandung kidul,4.4,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Cafe,4150
KEDAI SI POELEN,JL. TERUSAN BUAH BATU NO.190,bandung kidul,4.7,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,180
PILLOWCAKEBDG,JL. TERUSAN BUAH BATU NO.225,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Bakery,292
NASI KEBULI PALESTINE,JL. LOGAM NO.39,bandung kidul,4.9,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Local Food,10
GARUDA PERKASA WEDDING,"JL. NAWAWI NO.3, RT.007/RW.010",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,161
WAROENK T'D3H,"3H8J+JXH, GG. H. ZAKARIA VIII",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,47
SOUTHWEST SPACE,JL. JAMIKA LAMA NO.51B,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,69
ROEMAH SEAFOOD,JL. TERUSAN PASIRKOJA NO.267,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Seafood,81
CHICKEN BAROKAH,"3H9J+HP9, JL. BABAKAN SAWAH, RT.09/RW.03",babakan ciparay,4.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Medium (3.5-4.0),Restaurant,675
MOODDAY.ID,"RUMAH PAK MULYADI/IBU ATIN, JALAN BABAKAN CIPARAY GG.MISBAH
  RT05/02 DARI GANG LURUS SAMPAI LAPANG, DEKAT MASJID AL-IKHLAS",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,8
DIMSUM NENG GEULIS,"3HFM+RCP, UNNAMED ROAD",babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Chinese Food,296
CITRA BOGA CATERING BANDUNG BY IBU ELLA,JL. PARAKAN III NO.2 A,bandung kidul,4.9,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,62
RUMAH MAKAN KHAS SUNDA CIBIUK,JL. SOEKARNO HATTA NO.508,bandung kidul,4.5,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Local Food,265
FUCABI,JL. BATUNUNGGAL INDAH RAYA NO.132,bandung kidul,4.2,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,414
RESTO DAPUR BATUNUNGGAL,JL. WAAS II NO.97,bandung kidul,4.6,Rp 15.000 - 50.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,56
RESTO,"SOEKARNO HATTA, JL. SOEKARNO HATTA",bandung kidul,4.7,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,599
KHUN YA'S KITCHEN,JL. BATUNUNGGAL INDAH RAYA NO.405,bandung kidul,4.7,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,254
D'BESTO CHICKEN & BURGER,JL. WAAS NO.3C,bandung kidul,2.3,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Low (≤3.5),Fast Food,593
OSHI-OSHI SUSHI BATUNUNGGAL,"DEPAN D'BESTO, JL. WAAS B NO.5C",bandung kidul,4.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,Medium (3.5-4.0),Japanese Food,1096
WARUNG NASI POJOK SICUDEM,"JL. ADHYAKSA RAYA NO.29, RW.004",bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Local Food,598
WARUNG CHICKEN K'SETRA,JL. RAYA KOPO,babakan ciparay,4.8,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Local Food,24
DIMSUMPARAHYANGAN.CO (DIMSUM & COFFE),"2HVM+9XP, JL. KOPO SARI",babakan ciparay,4.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Medium (3.5-4.0),Chinese Food,3895
DIMSUMPARAHYANGAN.CO (DIMSUM & COFFEE),JL. RAYA KOPO NO.438,babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Cafe,255
NGARIUNG_BBQ,JL. SATRIA WETAN 17 NO.69D BLOK K,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Korean Food,181
BRUNCHYCLUB,"RESIDENCE, JL. PASADENA JL. ALPINA NO.25 B11 NO",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,23
GEGER BURGER,JL. RAYA KOPO NO.496,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Fast Food,150
GOGI MOGO,JL. RAYA KOPO NO.439,babakan ciparay,4.7,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,226
MARABANRAKYAT.ID,"WARKOP DJ MART, JL. RAYA KOPO JL. KOPO GG. BAPA NASIH",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,33
