id,@id,abandoned,abandoned:railway,access,access:roof,addr:city,addr:country,addr:district,addr:full,addr:housename,addr:housenumber,addr:neighbourhood,addr:place,addr:postcode,addr:province,addr:state,addr:street,addr:subdistrict,addr:suburb,addr:unit,addr:village,admin_level,air_conditioning,alt_name,amenity,amenity_1,area,atm,baby_feeding,barrier,bicycle,bicycle_parking,branch,brand,brand:en,brand:id,brand:wikidata,brand:wikipedia,brand:zh,building,building:colour,building:condition,building:floor,building:levels,building:material,building:part,building:roof,building:structure,building:use,building:walls,bus,capacity,capacity:cargo_bike,capacity:disabled,capacity:persons,cash_in,cash_out,cash_withdrawal,changing_table,check_date,compressed_air,contact:facebook,contact:instagram,contact:phone,contact:twitter,contact:whatsapp,contact:youtube,covered,created_by,crossing,cuisine,currency:IDR,currency:rupiah,denomination,description,designation,dispensing,disused:railway,door,drive_through,ele,email,emergency,entrance,facebook,fax,fee,female,fixme,floors,foot,fuel:GTL_diesel,fuel:biodiesel,fuel:diesel,fuel:lpg,fuel:octane_88,fuel:octane_90,fuel:octane_92,fuel:octane_95,fuel:octane_98,fuel:solar,gate:type,government,grades,guest_house,health_amenity:type,healthcare,healthcare:speciality,height,highway,historic,image,incline,indoor,inscription,instagram,insurance:health,int_name,internet_access,internet_access:fee,internet_access:ssid,isced:level,kids_area,landuse,layer,leaf_type,leisure,level,lift_gate:type,lit,locked,male,material,maxheight,maxstay,min_age,mobile,mofa,moped,motor_vehicle,motorcar,motorcycle,museum,name,name:de,name:en,name:hi,name:id,name:it,name:ja,name:ko,name:nl,name:signed,name:su,name:vi,name:zh,natural,network,network:wikidata,noexit,not:brand:wikidata,note,office,official_name,official_name:en,official_name:id,old_name,oneway,opening_hours,opening_hours:covid19,operator,operator:en,operator:id,operator:type,operator:website,operator:wikidata,operator:wikipedia,operator_type,orientation,outdoor_seating,park_ride,parking,parking:orientation,parking_space,payment:cards,payment:cash,payment:coins,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:electronic_purses,payment:gpn_debit,payment:maestro,payment:mastercard,payment:notes,payment:visa,payment:visa_debit,payment:visa_electron,phone,place_of_worship,product,public_transport,railway,railway:ref,ref,religion,reservation,roof:colour,roof:material,room,rooms,route_ref,school,school:gender,school:type_idn,security_desk,self_service,service_times,shelter,shop,short_name,smoking,smoothness,source,sport,stars,start_date,supervised,surface,tactile_paving,task,taxi_vehicle,toilets,toilets:access,toilets:wheelchair,tourism,townhall:type,traffic_signals:sound,train,training,type,type:id,url,vehicle,wall,website,wheelchair,wikidata,wikimedia_commons,wikipedia,longitude,latitude
node/8936221055,node/8936221055,,,,,,,,,,,,,,,,,,,,,,,,bank,,,yes,,,,,,BCA,,,Q806626,id:Bank Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank BCA,,,,,,,,,,,,,,,,,,,,Bank Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5756835,-6.9327047
node/9057486815,node/9057486815,,,,,Bandung,,,,,11B,,,40154,,,Jl. Geger Arum,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDN 138 GEGERKALONG GIRANG KOTA BANDUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://simdik.bandung.go.id/npsn/20247203,,,,,107.5865398,-6.8609476
node/9157650907,node/9157650907,,,no,,,,,,,,,,,,,,,,,,,,,parking_entrance,,,,,gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6238841,-6.936153
node/9223678776,node/9223678776,,,,,Bandung,,,,,,,,40266,,,Jalan Parakan III,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mushola Al Muharram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6323159,-6.9493818
node/9269437521,node/9269437521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,Bandung Lautan Api,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6027267,-6.9358185
node/9285341418,node/9285341418,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rumah Sakit Kartini Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6345985,-6.8972374
node/9407568643,node/9407568643,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6475385,-6.9634933
node/9407568644,node/9407568644,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6490816,-6.9629232
node/9407568645,node/9407568645,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.646245,-6.9632793
node/9413412786,node/9413412786,,,yes,,,,,,,,,,,,,,,,,,,,,parking_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6074764,-6.9222012
node/9413412789,node/9413412789,,,yes,,,,,,,,,,,,,,,,,,,,,parking_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6075394,-6.9216221
node/9499882442,node/9499882442,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,Merpati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Posyandu,,,,,,,,,,,,,,,,,,,,,,,,,,,Posyandu,,,,,Q12506263,id:Pos Pelayanan Terpadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5788234,-6.8774812
node/9500792921,node/9500792921,,,,,,,,,,,,,,,,,,,,,,,BNI 46,atm,,,,,,,,,BNI,,,Q2882611,id:Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,BNI 46,,,,BNI,,,,,Q2882611,id:Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5936687,-6.8603175
node/9500792922,node/9500792922,,,,,,,,,,,,,,,,,,,,,,,,atm,,,,,,,,,Bank Mandiri,,,Q806639,en:Bank Mandiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Mandiri,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Mandiri,,,,,Q806639,en:Bank Mandiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5937108,-6.860316
node/9528634828,node/9528634828,,,,,Bandung,,,,,193,,,40135,,,Jalan Insinyur Haji Juanda,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balaiairtanah@gmail.com,,,,,,,,,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balai Air Tanah,,,,,,,,,,,,,,,,,,,government,,,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sda.pu.go.id/profil/informasi_balai/balai_air_tanah_,,,,,107.6148849,-6.8806007
node/9528694803,node/9528694803,,,,,Bandung,,,,,193,,,40135,,,Jalan Insinyur Haji Juanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balai Air Tanah,,,,,,,,,,,,,,,,,,,government,,,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6147263,-6.880324
node/9589431728,node/9589431728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Situsaeur,,,,,,,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5945528,-6.9452621
node/9662347854,node/9662347854,,,,,"Burangrang, Kota Bandung, Jawa Barat",,,,,24,,,40262,,,Jalan Emong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TransTRACK.ID Bandung,,,,,,,,,,,,,,,,,,,company,,,,,,Mo-Fr 09:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+622287324479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://transtrack.id,,,,,107.6186028,-6.925236
node/9676725113,node/9676725113,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rumah Sakit Rizky Bersalin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6196519,-6.8886552
node/9676827221,node/9676827221,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6172136,-6.8842013
node/9676827222,node/9676827222,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6181476,-6.883136
node/9676827223,node/9676827223,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6184939,-6.8852508
node/9676827224,node/9676827224,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6168502,-6.8851793
node/9676827225,node/9676827225,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6172633,-6.8847229
node/9676827228,node/9676827228,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6183326,-6.8848024
node/9676827229,node/9676827229,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6190478,-6.8852984
node/9676888751,node/9676888751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6155957,-6.8705228
node/9677551922,node/9677551922,,,,,Sukamiskin Arcamanik Bandung,,,,,09,,,40293,,,Jalan Sarimas Utara I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT. Insatek Maju Bersama - Administration Office,,,,,,,,,,,,,,,,,,,company,,,,,,Mo-Fr 10:00-16:00,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+62 853 2222,,,,,,,,,,,,,,,,,,,,,,,,,"microbiology,biotechnology,halal, species,pcr,rtpcr,solvent, chemical,referencematerial,proficiencytesting,animaltesting",,,,,,,,,,,,,,,,,,,,,,https://insatek.id,,,,,107.6702294,-6.9060627
node/9726770690,node/9726770690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,Open Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7192431,-6.9354175
node/9732596380,node/9732596380,,,,,Bandung,,,Jalan Tamansari,,,,,,,,,,,,,,,BNI 46,atm,,,,,,,,,BNI,,,Q2882611,id:Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,BNI 46,,Mo-Su 08:00-21:00,,BNI,,,,,Q2882611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNI,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,107.6116544,-6.8852565
node/9734956908,node/9734956908,,,,,Bandung,,,Jalan Dipatiukur no 51 A,,,,,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM Mandiri,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,no,,,,107.6173758,-6.8917777
node/9734956909,node/9734956909,,,,,Bandung,,,Jalan Dipatiukur no 51 A,,,,,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM Bank BJB,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,no,,,,107.617359,-6.891783
node/9734977413,node/9734977413,,,,,Bandung,,,Jalan Ir. H. juanda 162,,,,,,,,,,,,,,,BNI 46,atm,,,,,,,,,BNI,,,Q2882611,id:Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,BNI 46,,24/7,,BNI,,,,,Q2882611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNI,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,no,,,,107.613851,-6.8861285
node/9734995516,node/9734995516,,,,,Bandung,,,Jalan Hasanudin,,,,,,,,,,,,,,,BNI 46,atm,,,,,,,,,BNI,,,Q2882611,id:Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,BNI 46,,24/7,,BNI,,,,,Q2882611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNI,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,107.6164585,-6.8946539
node/9735040474,node/9735040474,,,,,Bandung,,,Jalan Sekeloa Selatan 1,,,,,,,,,,,,,,,BNI 46,atm,,,,,,,,,,,,Q2882611,id:Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,BNI 46,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNI,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,no,,,,107.6189331,-6.8901887
node/9735040495,node/9735040495,,,,,Bandung,,,Jalan Dipatiukur No. 85,,,,,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Central Asia,,,,,,,,,,,,,,,,,,,,Bank Central Asia,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCA,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,107.615853,-6.8886825
node/9735115635,node/9735115635,,,,,Bandung,,,Jalan Ir. H. Juanda no 152,,,,,,,,,,,,,,,,atm,,,,,,,,,Bank Mandiri,,,Q806639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATM Bank Mandiri,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-16:00,,Bank Mandiri,,,,,Q806639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,107.613766,-6.8866656
node/9735115636,node/9735115636,,,,,Bandung,,,Jalan Ir. H. Juanda no 152,,,,,,,,,,,,,,,,atm,,,,,,,,,BCA,,,Q806626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Central Asia,,,,,,,,,,,,,,,,,,,,Bank Central Asia,,,,,Mo-Fr 08:00-16:00,,BCA,,,,,Q806626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCA,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,107.6137517,-6.8866651
node/9735115637,node/9735115637,,,,,Bandung,,,Jalan Ir. H. Juanda no 152,,,,,,,,,,,,,,,BNI 46,atm,,,,,,,,,BNI,,,Q2882611,id:Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,BNI 46,,Mo-Fr 08:00-16:00,,BNI,,,,,Q2882611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNI,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,107.6137377,-6.8866644
